CASEID,DIARYDAY,TRAVEL_DUR,TRAVEL_WORK_DUR,TRAVEL_SOCO_DUR,TRAVEL_ENT_DUR,TRAVEL_EXE_DUR,OTHER_TRAVEL_DUR,EXE_DUR,ALONE_EXE_DUR,GROUP_EXE_DUR,INT_DUR,ALONE_INT_DUR,GROUP_INT_DUR,WORK_DUR,ALONE_WORK_DUR,GROUP_WORK_DUR,LEI_DUR,ALONE_LEI_DUR,GROUP_LEI_DUR,SLEEP_DUR,OTHER_DUR,AGE,SEX,EDU,EMP_STAT,HOUSE,INC,CHILDREN,ADULT
2.02E+13,7,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,520,60,460,610,250,16,2,39,4,1,15,1,2
2.02E+13,6,22,20,0,0,0,2,120,120,0,0,0,0,413,413,0,90,90,0,590,205,20,1,39,1,1,15,2,3
2.02E+13,5,115,105,0,0,0,10,0,0,0,0,0,0,475,55,420,0,0,0,565,285,69,1,40,1,1,13,0,2
2.02E+13,6,130,130,0,0,0,0,0,0,0,0,0,0,485,150,335,180,180,0,565,80,51,2,42,1,1,16,0,2
2.02E+13,1,135,0,0,0,0,135,0,0,0,45,0,45,0,0,0,267,267,0,660,333,76,1,43,5,1,9,0,2
2.02E+13,2,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,120,120,0,505,740,65,2,42,5,1,10,0,1
2.02E+13,6,10,10,0,0,0,0,0,0,0,0,0,0,850,850,0,90,90,0,415,75,49,2,43,1,1,16,0,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,765,0,660,15,28,2,39,5,1,13,0,2
2.02E+13,4,45,15,0,0,0,30,90,90,0,0,0,0,495,495,0,180,15,165,330,300,61,2,43,1,1,15,0,2
2.02E+13,6,45,0,0,0,0,45,120,0,120,190,60,130,0,0,0,0,0,0,540,545,47,2,39,1,1,15,1,3
2.02E+13,3,40,15,0,0,0,25,0,0,0,72,72,0,390,0,390,120,120,0,448,370,61,2,43,1,1,16,0,2
2.02E+13,6,50,0,0,0,0,50,0,0,0,0,0,0,315,315,0,165,75,90,470,440,35,2,43,1,1,15,0,2
2.02E+13,6,120,120,0,0,0,0,0,0,0,60,60,0,570,180,390,75,0,75,430,185,27,2,43,1,1,16,1,2
2.02E+13,5,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,210,125,85,555,645,55,2,38,5,1,9,0,2
2.02E+13,1,75,0,0,0,0,75,0,0,0,0,0,0,0,0,0,240,60,180,565,560,33,1,42,1,1,12,4,2
2.02E+13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,780,540,120,61,1,43,5,1,11,0,2
2.02E+13,5,90,90,0,0,0,0,0,0,0,0,0,0,570,0,570,95,95,0,510,175,61,1,40,1,1,13,0,3
2.02E+13,7,40,40,0,0,0,0,0,0,0,120,120,0,340,0,340,0,0,0,800,140,61,1,44,1,1,16,0,2
2.02E+13,6,100,0,5,0,20,75,125,0,125,50,50,0,0,0,0,160,55,105,675,330,80,1,43,5,1,15,0,2
2.02E+13,5,30,10,0,0,0,20,30,30,0,45,45,0,450,10,440,170,140,30,450,265,49,1,44,1,1,16,0,3
2.02E+13,7,220,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,455,765,72,1,39,5,1,10,0,1
2.02E+13,7,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,255,45,210,475,685,80,1,43,5,1,16,0,2
2.02E+13,1,123,0,0,0,5,118,210,60,150,15,0,15,0,0,0,409,0,409,405,278,58,1,43,5,1,14,2,3
2.02E+13,2,130,0,0,0,0,130,0,0,0,0,0,0,0,0,0,60,0,60,315,935,68,2,37,5,1,11,0,3
2.02E+13,5,93,35,34,0,0,24,128,113,15,0,0,0,425,0,425,30,0,30,395,369,63,2,43,1,1,9,0,1
2.02E+13,5,0,0,0,0,0,0,0,0,0,240,240,0,0,0,0,180,180,0,990,30,64,1,40,5,1,14,1,3
2.02E+13,2,28,22,0,0,6,0,75,0,75,20,20,0,600,0,600,15,15,0,614,88,29,2,39,1,1,11,0,2
2.02E+13,6,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,60,60,0,580,770,80,2,44,5,1,16,0,1
2.02E+13,3,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,385,0,385,750,275,80,2,39,5,1,13,0,2
2.02E+13,3,90,50,0,0,0,40,10,10,0,0,0,0,460,0,460,125,125,0,480,275,43,1,44,1,1,15,3,2
2.02E+13,1,105,0,25,0,0,80,0,0,0,80,80,0,0,0,0,325,100,225,705,225,27,2,44,1,1,12,0,1
2.02E+13,6,265,0,0,0,0,265,0,0,0,0,0,0,0,0,0,385,0,385,535,255,85,1,44,5,1,14,0,2
2.02E+13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,420,0,615,405,66,2,39,5,1,12,0,2
2.02E+13,4,70,0,0,0,0,70,0,0,0,0,0,0,498,0,498,244,0,244,435,193,48,1,43,1,1,15,0,2
2.02E+13,5,125,0,0,0,0,125,0,0,0,55,15,40,403,0,403,60,60,0,658,139,55,2,40,1,1,14,0,2
2.02E+13,7,6,0,0,0,0,6,120,120,0,0,0,0,0,0,0,544,544,0,427,343,71,1,37,5,1,6,0,1
2.02E+13,7,85,0,0,0,10,75,75,75,0,10,10,0,0,0,0,60,60,0,680,530,58,2,43,5,1,16,0,1
2.02E+13,1,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,360,240,120,790,280,47,1,41,1,1,15,1,2
2.02E+13,1,104,0,0,0,0,104,0,0,0,50,50,0,0,0,0,357,357,0,495,434,85,2,39,5,1,6,0,1
2.02E+13,6,131,0,0,0,0,131,0,0,0,0,0,0,0,0,0,120,30,90,457,732,73,1,45,5,1,16,0,2
2.02E+13,2,30,0,0,0,30,0,60,0,60,0,0,0,540,540,0,260,50,210,420,130,56,1,43,1,1,16,0,2
2.02E+13,1,120,0,0,0,0,120,60,60,0,0,0,0,0,0,0,410,410,0,510,340,69,1,43,5,1,14,0,2
2.02E+13,6,0,0,0,0,0,0,84,84,0,150,150,0,0,0,0,464,464,0,599,143,79,2,43,5,1,9,0,1
2.02E+13,4,80,25,0,0,10,45,60,60,0,0,0,0,540,0,540,90,75,15,440,230,62,2,43,1,1,14,0,3
2.02E+13,5,35,35,0,0,0,0,30,0,30,0,0,0,540,0,540,155,155,0,535,145,45,1,43,1,1,16,2,2
2.02E+13,6,0,0,0,0,0,0,0,0,0,60,0,60,0,0,0,585,180,405,600,195,74,1,45,5,1,11,0,2
2.02E+13,1,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,610,450,160,540,270,80,2,34,5,1,7,0,1
2.02E+13,7,95,45,0,0,0,50,0,0,0,0,0,0,675,30,645,60,0,60,414,196,38,1,43,1,1,16,0,2
2.02E+13,1,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,515,0,515,720,180,36,2,39,1,1,10,4,2
2.02E+13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,370,0,1050,20,60,1,39,5,1,3,0,1
2.02E+13,7,40,0,0,0,0,40,0,0,0,0,0,0,32,32,0,90,0,90,510,768,45,2,40,1,1,16,2,3
2.02E+13,1,0,0,0,0,0,0,205,0,205,0,0,0,0,0,0,120,0,120,540,575,37,2,43,1,1,16,2,2
2.02E+13,5,85,0,0,0,0,85,124,124,0,80,80,0,0,0,0,120,80,40,390,641,73,1,46,5,1,16,0,2
2.02E+13,3,75,0,0,0,15,60,75,45,30,25,25,0,525,525,0,65,0,65,460,215,38,2,46,1,1,16,2,2
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,470,240,480,250,58,2,43,1,1,13,0,2
2.02E+13,6,71,0,0,0,0,71,0,0,0,0,0,0,0,0,0,331,331,0,420,618,73,1,46,5,1,16,0,3
2.02E+13,4,20,20,0,0,0,0,0,0,0,0,0,0,550,550,0,220,0,220,610,40,43,1,43,1,1,14,0,2
2.02E+13,4,101,18,0,0,0,83,0,0,0,0,0,0,465,0,465,295,0,295,432,147,49,2,39,1,1,14,0,2
2.02E+13,7,312,0,47,0,0,265,0,0,0,90,90,0,0,0,0,60,0,60,374,604,57,1,44,1,1,16,0,2
2.02E+13,5,95,0,0,0,20,75,95,95,0,0,0,0,0,0,0,300,180,120,510,440,77,2,39,1,1,16,0,2
2.02E+13,1,55,0,0,0,20,35,120,120,0,0,0,0,0,0,0,485,485,0,540,240,74,1,36,5,1,14,0,1
2.02E+13,6,400,0,0,0,0,400,0,0,0,30,30,0,180,180,0,60,0,60,280,490,42,1,44,2,1,14,3,2
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,340,330,770,70,2,43,5,1,11,0,2
2.02E+13,3,70,40,0,0,20,10,120,120,0,0,0,0,240,240,0,180,180,0,480,350,46,2,34,1,1,6,1,2
2.02E+13,6,40,15,0,0,0,25,0,0,0,105,70,35,480,0,480,298,298,0,450,67,62,2,39,1,1,8,0,1
2.02E+13,3,95,0,30,0,0,65,0,0,0,0,0,0,0,0,0,495,0,495,660,190,63,2,43,5,1,11,0,2
2.02E+13,6,130,0,60,0,0,70,0,0,0,0,0,0,0,0,0,330,0,330,570,410,70,2,39,5,6,9,0,2
2.02E+13,5,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,600,120,480,480,350,80,2,39,5,1,14,1,3
2.02E+13,5,19,14,5,0,0,0,0,0,0,95,20,75,463,0,463,88,0,88,533,242,41,2,39,1,1,14,1,2
2.02E+13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,480,945,55,2,34,5,1,7,0,4
2.02E+13,7,72,0,0,0,0,72,0,0,0,0,0,0,0,0,0,60,0,60,768,540,34,1,44,1,1,15,1,1
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,720,0,570,150,71,1,41,5,1,12,0,3
2.02E+13,6,95,0,0,0,0,95,0,0,0,0,0,0,0,0,0,225,225,0,480,640,72,2,43,5,1,15,0,1
2.02E+13,7,130,0,0,0,0,130,30,30,0,150,30,120,0,0,0,195,195,0,420,515,52,1,43,1,1,16,1,3
2.02E+13,5,80,60,0,0,0,20,0,0,0,0,0,0,610,0,610,205,0,205,345,200,56,2,39,1,5,7,0,1
2.02E+13,1,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,395,0,395,780,255,48,2,34,1,1,2,1,1
2.02E+13,4,40,0,10,0,0,30,0,0,0,0,0,0,435,0,435,190,0,190,590,185,30,1,39,1,1,15,0,2
2.02E+13,6,125,80,20,0,0,25,0,0,0,0,0,0,400,0,400,175,0,175,450,290,58,2,40,1,1,13,0,2
2.02E+13,7,0,0,0,0,0,0,30,30,0,135,135,0,0,0,0,150,150,0,605,520,67,2,42,5,1,13,0,1
2.02E+13,4,100,100,0,0,0,0,0,0,0,0,0,0,465,0,465,190,60,130,490,195,42,1,43,1,1,12,0,2
2.02E+13,7,25,0,3,0,0,22,0,0,0,180,180,0,0,0,0,345,0,345,798,92,73,1,41,5,1,11,0,2
2.02E+13,1,0,0,0,0,0,0,120,120,0,0,0,0,0,0,0,150,150,0,510,660,85,2,43,5,1,16,0,2
2.02E+13,7,60,0,0,0,0,60,0,0,0,20,20,0,523,0,523,107,0,107,510,220,62,2,39,1,1,11,0,3
2.02E+13,1,105,40,20,0,0,45,0,0,0,0,0,0,150,0,150,170,0,170,540,475,40,2,44,1,1,16,3,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,120,210,420,690,62,1,40,5,1,14,0,2
2.02E+13,1,20,0,5,0,0,15,0,0,0,0,0,0,0,0,0,508,478,30,760,152,85,1,40,5,1,10,0,1
2.02E+13,7,30,0,0,0,30,0,90,0,90,0,0,0,0,0,0,150,30,120,390,780,69,2,43,5,1,8,0,2
2.02E+13,2,7,7,0,0,0,0,0,0,0,0,0,0,593,593,0,210,60,150,540,90,64,1,40,1,1,16,0,3
2.02E+13,7,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,240,0,240,600,540,71,2,43,1,1,16,0,2
2.02E+13,7,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,345,0,345,555,530,78,1,44,5,1,13,0,2
2.02E+13,7,0,0,0,0,0,0,80,80,0,10,10,0,0,0,0,470,470,0,610,270,80,2,46,5,1,15,0,1
2.02E+13,2,245,10,0,0,0,235,0,0,0,40,40,0,245,0,245,199,199,0,525,186,49,2,43,1,1,12,1,1
2.02E+13,6,0,0,0,0,0,0,2,2,0,90,90,0,693,693,0,60,60,0,445,150,36,1,43,1,1,16,0,1
2.02E+13,7,60,0,0,0,30,30,60,0,60,0,0,0,0,0,0,450,0,450,540,330,31,1,45,1,1,13,0,2
2.02E+13,5,150,0,0,0,0,150,0,0,0,15,0,15,0,0,0,300,60,240,640,335,79,1,43,5,1,6,0,2
2.02E+13,1,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,825,825,0,540,55,64,1,42,5,1,13,0,1
2.02E+13,3,120,0,0,0,0,120,0,0,0,30,0,30,0,0,0,330,0,330,505,455,69,1,42,5,1,12,0,2
2.02E+13,6,56,0,0,0,0,56,0,0,0,45,45,0,0,0,0,353,353,0,540,446,78,2,44,1,1,13,0,1
2.02E+13,3,28,10,0,0,18,0,30,30,0,0,0,0,485,0,485,0,0,0,485,412,48,2,40,1,1,16,0,2
2.02E+13,5,120,0,0,0,0,120,30,30,0,30,30,0,515,515,0,100,70,30,330,315,41,2,44,1,1,14,1,1
2.02E+13,2,20,0,0,0,0,20,30,30,0,20,20,0,0,0,0,630,630,0,420,320,85,2,41,5,1,12,0,1
2.02E+13,7,153,0,25,0,0,128,0,0,0,0,0,0,0,0,0,551,395,156,495,241,72,1,41,5,1,11,0,2
2.02E+13,1,30,0,0,0,30,0,540,105,435,0,0,0,0,0,0,30,0,30,585,255,41,2,41,1,1,16,3,2
2.02E+13,3,50,0,0,0,0,50,0,0,0,60,60,0,0,0,0,500,360,140,450,380,60,1,39,1,1,13,0,2
2.02E+13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,915,74,2,42,5,1,12,0,2
2.02E+13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,90,540,810,68,1,40,1,1,11,0,2
2.02E+13,4,80,0,0,0,0,80,0,0,0,0,0,0,0,0,0,443,120,323,570,347,79,1,39,5,1,10,0,2
2.02E+13,7,240,0,0,0,0,240,30,30,0,30,30,0,0,0,0,206,206,0,409,525,53,2,44,5,1,16,3,2
2.02E+13,2,40,40,0,0,0,0,60,60,0,0,0,0,870,480,390,60,60,0,375,35,62,1,43,1,1,16,0,2
2.02E+13,6,115,0,30,0,0,85,0,0,0,0,0,0,0,0,0,330,120,210,565,430,80,2,39,5,1,13,0,2
2.02E+13,2,0,0,0,0,0,0,0,0,0,0,0,0,600,600,0,120,0,120,600,120,58,2,46,1,1,15,0,2
2.02E+13,5,12,0,0,0,8,4,91,5,86,0,0,0,0,0,0,847,847,0,405,85,76,2,39,2,1,4,0,1
2.02E+13,6,66,0,0,0,0,66,0,0,0,178,68,110,0,0,0,419,49,370,420,357,61,2,43,5,1,15,0,3
2.02E+13,5,165,0,30,0,0,135,0,0,0,15,15,0,0,0,0,195,15,180,435,630,57,2,44,1,1,16,0,2
2.02E+13,3,50,30,0,20,0,0,70,70,0,0,0,0,495,0,495,60,60,0,515,250,34,2,42,1,1,16,0,2
2.02E+13,3,52,0,10,0,0,42,0,0,0,0,0,0,0,0,0,751,701,50,570,67,34,2,39,5,1,10,0,2
2.02E+13,7,20,0,0,0,0,20,120,120,0,285,0,285,0,0,0,80,80,0,270,665,51,1,43,1,1,16,2,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,390,390,0,495,495,70,2,40,5,1,12,0,1
2.02E+13,7,240,0,0,0,0,240,0,0,0,0,0,0,0,0,0,60,60,0,410,730,50,2,43,1,1,15,1,3
2.02E+13,3,20,20,0,0,0,0,13,13,0,0,0,0,476,476,0,293,73,220,360,278,61,1,39,1,1,11,0,2
2.02E+13,7,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,690,195,495,480,240,85,1,43,5,1,15,0,2
2.02E+13,2,73,73,0,0,0,0,55,55,0,0,0,0,257,0,257,360,360,0,510,185,26,1,40,1,1,14,0,2
2.02E+13,1,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,680,750,34,1,43,1,1,16,0,2
2.02E+13,1,20,0,10,0,0,10,95,0,95,20,0,20,0,0,0,540,0,540,495,270,59,2,40,1,1,13,0,2
2.02E+13,4,30,0,0,0,0,30,0,0,0,0,0,0,565,565,0,85,0,85,420,340,48,2,44,1,1,16,2,2
2.02E+13,7,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,150,150,0,480,750,72,2,44,5,1,16,0,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,730,59,2,39,5,1,11,0,2
2.02E+13,1,90,0,0,0,0,90,0,0,0,0,0,0,0,0,0,330,0,330,300,720,58,1,46,1,1,16,0,2
2.02E+13,4,20,10,0,0,0,10,60,60,0,0,0,0,430,0,430,55,55,0,565,310,47,2,44,1,1,16,2,2
2.02E+13,6,60,60,0,0,0,0,0,0,0,0,0,0,540,0,540,210,210,0,540,90,25,1,40,1,1,11,0,2
2.02E+13,2,260,245,0,0,0,15,0,0,0,0,0,0,488,488,0,140,0,140,450,102,47,1,43,1,1,15,1,3
2.02E+13,7,30,0,15,0,0,15,60,0,60,0,0,0,0,0,0,385,0,385,675,290,52,2,43,1,1,16,1,2
2.02E+13,4,96,29,0,0,0,67,0,0,0,20,20,0,456,0,456,135,120,15,400,333,46,1,34,1,1,4,0,1
2.02E+13,5,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,430,430,0,580,370,80,2,37,5,1,4,0,1
2.02E+13,6,77,25,0,0,30,22,90,0,90,120,120,0,505,0,505,230,20,210,271,147,33,1,39,1,1,14,1,2
2.02E+13,4,30,0,0,0,30,0,105,0,105,0,0,0,0,0,0,345,45,300,510,450,85,2,43,5,1,8,0,2
2.02E+13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,555,0,780,105,70,1,37,5,1,2,0,1
2.02E+13,7,10,0,0,0,0,10,0,0,0,0,0,0,60,60,0,225,0,225,540,605,53,2,43,1,1,14,1,2
2.02E+13,1,195,0,0,0,0,195,0,0,0,0,0,0,0,0,0,390,300,90,600,255,38,2,41,1,1,6,1,1
2.02E+13,4,85,0,0,0,0,85,0,0,0,125,0,125,0,0,0,60,0,60,510,660,69,2,43,5,1,13,0,2
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,0,920,340,85,2,39,5,1,9,0,1
2.02E+13,1,0,0,0,0,0,0,45,0,45,0,0,0,0,0,0,645,165,480,535,215,74,2,39,5,1,5,0,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,630,300,480,30,52,1,43,1,1,16,1,4
2.02E+13,7,0,0,0,0,0,0,60,60,0,105,105,0,240,240,0,390,390,0,480,165,47,1,43,1,1,12,0,1
2.02E+13,4,90,70,0,0,0,20,0,0,0,0,0,0,720,0,720,60,60,0,492,78,48,1,41,1,1,16,2,2
2.02E+13,1,105,0,0,0,45,60,120,120,0,60,60,0,0,0,0,180,180,0,510,465,39,2,44,1,1,13,0,1
2.02E+13,1,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,180,0,180,640,590,32,2,43,5,1,16,1,2
2.02E+13,6,40,0,0,0,0,40,105,105,0,0,0,0,260,260,0,205,205,0,585,245,80,2,44,1,1,12,0,1
2.02E+13,7,10,0,0,0,0,10,60,60,0,0,0,0,0,0,0,595,505,90,630,145,79,2,41,5,1,8,0,1
2.02E+13,1,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,120,0,120,570,690,85,2,43,5,1,15,0,2
2.02E+13,7,135,15,0,0,10,110,100,100,0,0,0,0,240,240,0,265,10,255,390,310,62,1,45,1,1,16,0,2
2.02E+13,7,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,785,135,650,510,105,67,2,39,5,1,3,0,1
2.02E+13,6,0,0,0,0,0,0,45,45,0,0,0,0,460,460,0,90,90,0,570,275,37,2,43,1,1,16,0,1
2.02E+13,1,0,0,0,0,0,0,30,0,30,0,0,0,180,180,0,390,180,210,465,375,72,1,41,1,1,14,0,2
2.02E+13,6,143,0,3,0,20,120,120,120,0,0,0,0,0,0,0,240,60,180,587,350,77,1,40,5,1,5,0,1
2.02E+13,2,35,10,0,0,0,25,0,0,0,0,0,0,455,255,200,180,0,180,475,295,42,2,44,1,1,16,3,2
2.02E+13,6,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,495,180,315,700,195,78,1,46,5,1,15,0,2
2.02E+13,3,10,10,0,0,0,0,60,60,0,0,0,0,315,140,175,382,382,0,535,138,80,1,39,1,1,14,0,1
2.02E+13,7,30,30,0,0,0,0,0,0,0,0,0,0,265,0,265,165,0,165,510,470,32,2,39,1,1,14,0,2
2.02E+13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,475,420,545,68,1,42,1,1,9,0,2
2.02E+13,1,370,0,0,0,0,370,60,60,0,0,0,0,0,0,0,0,0,0,650,360,53,1,43,1,1,16,0,2
2.02E+13,7,91,0,0,0,0,91,0,0,0,0,0,0,0,0,0,405,30,375,599,345,44,1,43,1,1,15,0,2
2.02E+13,7,40,40,0,0,0,0,0,0,0,0,0,0,645,285,360,140,45,95,510,105,37,1,45,1,1,16,1,2
2.02E+13,7,140,40,0,0,0,100,0,0,0,0,0,0,513,0,513,60,60,0,370,357,29,1,39,1,1,13,2,2
2.02E+13,3,6,0,0,0,0,6,0,0,0,0,0,0,314,314,0,105,105,0,720,295,41,2,43,1,1,10,0,1
2.02E+13,1,135,45,60,0,0,30,0,0,0,0,0,0,555,165,390,260,0,260,300,190,41,1,40,1,1,15,0,2
2.02E+13,1,50,0,0,0,0,50,60,60,0,150,0,150,45,0,45,235,0,235,515,385,33,1,44,1,1,16,0,2
2.02E+13,1,40,10,0,0,0,30,0,0,0,0,0,0,515,0,515,30,0,30,490,365,39,2,43,1,1,13,3,2
2.02E+13,3,135,0,0,0,0,135,60,60,0,0,0,0,0,0,0,290,210,80,480,475,42,2,44,1,1,13,2,1
2.02E+13,2,1,0,0,0,1,0,59,0,59,0,0,0,480,480,0,135,135,0,600,165,28,2,43,1,1,15,0,1
2.02E+13,3,0,0,0,0,0,0,60,60,0,120,120,0,0,0,0,360,360,0,499,401,58,2,39,5,1,3,0,1
2.02E+13,5,80,0,40,0,0,40,30,30,0,60,0,60,0,0,0,420,300,120,645,205,30,2,43,2,1,12,0,1
2.02E+13,4,20,0,0,0,0,20,0,0,0,55,55,0,0,0,0,105,60,45,548,712,69,2,39,5,1,12,0,2
2.02E+13,2,0,0,0,0,0,0,90,90,0,0,0,0,0,0,0,450,450,0,540,360,80,1,43,5,1,16,0,2
2.02E+13,6,95,0,0,0,0,95,0,0,0,0,0,0,0,0,0,615,210,405,552,178,78,1,45,5,1,15,0,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,375,375,0,300,120,180,390,375,66,2,42,1,1,3,0,1
2.02E+13,4,40,40,0,0,0,0,0,0,0,0,0,0,490,0,490,255,255,0,510,145,39,2,40,1,1,12,2,1
2.02E+13,7,0,0,0,0,0,0,60,15,45,70,0,70,0,0,0,685,685,0,480,145,62,1,43,5,1,13,0,2
2.02E+13,4,120,0,0,0,0,120,0,0,0,0,0,0,0,0,0,270,0,270,600,450,85,1,39,5,1,11,0,2
2.02E+13,1,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,750,0,750,420,230,72,1,39,5,1,13,0,2
2.02E+13,7,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,565,565,0,540,300,80,1,42,5,1,15,0,1
2.02E+13,6,40,40,0,0,0,0,0,0,0,630,630,0,520,0,520,0,0,0,180,70,35,1,38,1,1,9,0,1
2.02E+13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,840,540,63,1,36,2,5,5,0,2
2.02E+13,7,30,0,0,0,0,30,70,0,70,0,0,0,0,0,0,565,565,0,510,265,66,1,40,5,1,11,0,2
2.02E+13,7,48,0,0,0,0,48,0,0,0,60,60,0,0,0,0,0,0,0,435,897,41,1,43,1,1,14,0,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,960,67,2,39,5,1,14,0,3
2.02E+13,1,84,0,12,0,0,72,124,124,0,0,0,0,0,0,0,405,188,217,395,432,72,2,39,5,1,7,0,1
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,780,60,1,43,5,1,8,0,1
2.02E+13,1,30,0,30,0,0,0,75,30,45,0,0,0,0,0,0,120,0,120,630,585,53,1,42,1,1,15,2,0
2.02E+13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,1019,0,360,61,80,2,39,5,6,5,0,1
2.02E+13,1,145,0,0,0,0,145,0,0,0,0,0,0,0,0,0,210,90,120,845,240,62,2,42,1,1,16,0,3
2.02E+13,1,180,0,0,0,0,180,0,0,0,0,0,0,0,0,0,335,0,335,540,385,27,2,39,1,1,14,2,2
2.02E+13,6,100,60,0,0,0,40,0,0,0,0,0,0,370,120,250,220,100,120,510,240,57,1,43,1,1,14,0,3
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,570,790,57,2,43,1,1,16,2,4
2.02E+13,2,0,0,0,0,0,0,150,150,0,0,0,0,510,510,0,0,0,0,420,360,61,2,41,1,1,13,0,1
2.02E+13,7,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,440,50,390,500,455,60,2,41,5,1,14,0,1
2.02E+13,1,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,250,30,220,840,330,41,1,43,1,1,15,1,2
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,480,720,240,32,2,39,1,1,10,1,1
2.02E+13,1,90,40,0,0,0,50,270,270,0,0,0,0,330,0,330,136,136,0,409,205,43,2,43,1,1,5,0,1
2.02E+13,7,170,0,0,0,40,130,120,0,120,0,0,0,0,0,0,230,230,0,560,360,39,2,44,1,1,15,0,1
2.02E+13,7,77,0,0,0,0,77,90,30,60,50,50,0,0,0,0,353,0,353,540,330,52,2,39,1,1,16,0,3
2.02E+13,1,45,0,0,0,0,45,0,0,0,60,0,60,0,0,0,330,0,330,646,359,52,1,39,1,6,7,1,4
2.02E+13,1,566,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,645,229,59,1,43,4,1,12,0,2
2.02E+13,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,480,480,0,443,515,80,2,43,5,1,15,0,1
2.02E+13,6,95,45,0,0,0,50,0,0,0,0,0,0,596,0,596,50,50,0,527,172,48,1,40,1,1,13,0,1
2.02E+13,2,80,60,0,0,10,10,80,0,80,0,0,0,495,0,495,90,0,90,480,215,37,2,44,1,1,16,1,2
2.02E+13,7,20,0,0,0,0,20,10,0,10,60,30,30,0,0,0,259,0,259,450,641,64,2,44,5,1,14,0,2
2.02E+13,2,10,5,0,0,0,5,0,0,0,15,0,15,699,0,699,120,15,105,540,56,40,2,43,1,1,12,1,1
2.02E+13,7,45,0,0,0,30,15,45,45,0,20,20,0,0,0,0,470,470,0,475,385,60,1,41,5,1,9,0,3
2.02E+13,2,40,0,10,0,0,30,20,20,0,130,130,0,0,0,0,145,0,145,540,565,62,1,39,5,1,14,0,1
