CASEID,DIARYDAY,TRAVEL_DUR,TRAVEL_WORK_DUR,TRAVEL_SOCO_DUR,TRAVEL_ENT_DUR,TRAVEL_EXE_DUR,OTHER_TRAVEL_DUR,EXE_DUR,ALONE_EXE_DUR,GROUP_EXE_DUR,INT_DUR,ALONE_INT_DUR,GROUP_INT_DUR,WORK_DUR,ALONE_WORK_DUR,GROUP_WORK_DUR,LEI_DUR,ALONE_LEI_DUR,GROUP_LEI_DUR,SLEEP_DUR,OTHER_DUR,AGE,SEX,EDU,EMP_STAT,HOUSE,INC,CHILDREN,ADULT
2.02E+13,7,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,220,0,220,660,500,65,2,39,5,1,6,0,2
2.02E+13,7,0,0,0,0,0,0,45,0,45,0,0,0,0,0,0,240,240,0,500,655,80,2,44,5,1,15,0,1
2.02E+13,1,240,0,0,0,0,240,0,0,0,0,0,0,0,0,0,105,105,0,715,380,54,2,40,1,1,9,1,1
2.02E+13,1,50,0,0,0,0,50,0,0,0,10,10,0,0,0,0,120,120,0,680,580,69,2,39,4,1,7,0,1
2.02E+13,5,192,0,5,0,0,187,0,0,0,120,120,0,191,191,0,168,108,60,450,319,67,2,39,5,1,5,0,1
2.02E+13,7,50,30,0,0,0,20,0,0,0,0,0,0,493,60,433,333,333,0,440,124,41,1,39,1,1,6,0,3
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,585,765,90,44,2,43,1,1,14,2,4
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,240,900,300,58,2,40,1,1,11,0,2
2.02E+13,7,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,420,0,420,550,450,51,2,42,1,1,16,1,2
2.02E+13,3,10,0,0,0,0,10,0,0,0,60,60,0,0,0,0,165,135,30,1025,180,65,2,31,5,1,11,2,3
2.02E+13,7,39,0,0,0,0,39,0,0,0,60,60,0,0,0,0,210,30,180,474,657,53,1,43,1,1,16,1,2
2.02E+13,5,105,105,0,0,0,0,0,0,0,90,90,0,425,0,425,30,30,0,540,250,23,2,40,1,1,15,0,4
2.02E+13,1,70,0,10,0,0,60,0,0,0,0,0,0,30,30,0,220,0,220,989,131,38,2,44,1,1,16,0,2
2.02E+13,3,54,0,0,0,0,54,0,0,0,5,5,0,0,0,0,395,305,90,480,506,70,2,35,5,5,9,0,4
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,925,0,435,80,80,2,40,5,1,11,0,2
2.02E+13,5,85,45,0,0,0,40,60,60,0,0,0,0,365,0,365,265,135,130,355,310,40,1,40,1,1,16,2,2
2.02E+13,7,80,0,0,0,0,80,136,136,0,0,0,0,0,0,0,405,405,0,450,369,68,2,43,5,1,9,0,2
2.02E+13,5,130,0,0,0,40,90,95,0,95,100,100,0,180,180,0,0,0,0,510,425,42,2,43,1,1,14,2,2
2.02E+13,3,60,60,0,0,0,0,0,0,0,0,0,0,705,0,705,105,60,45,430,140,60,1,41,1,1,12,0,4
2.02E+13,7,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,405,405,0,765,240,15,2,35,5,1,3,1,1
2.02E+13,7,40,40,0,0,0,0,0,0,0,0,0,0,235,0,235,370,90,280,450,345,22,2,43,1,1,15,0,4
2.02E+13,2,105,95,0,0,0,10,0,0,0,15,0,15,545,20,525,180,75,105,460,135,52,1,46,1,1,16,0,2
2.02E+13,2,20,0,0,0,0,20,25,25,0,160,0,160,510,510,0,0,0,0,510,215,38,1,43,1,1,16,1,2
2.02E+13,7,10,0,0,0,0,10,600,600,0,0,0,0,0,0,0,300,300,0,500,30,55,2,39,5,1,14,1,1
2.02E+13,1,120,0,120,0,0,0,180,180,0,0,0,0,0,0,0,210,0,210,760,170,52,1,39,1,1,8,0,1
2.02E+13,7,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,280,220,60,480,645,46,2,44,1,1,16,0,2
2.02E+13,7,22,0,0,0,0,22,30,30,0,0,0,0,0,0,0,927,927,0,420,41,64,1,43,5,1,12,0,1
2.02E+13,7,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,640,0,640,510,250,53,2,43,1,1,16,0,2
2.02E+13,4,55,0,0,0,0,55,0,0,0,120,120,0,435,435,0,0,0,0,300,530,39,2,43,2,1,3,2,1
2.02E+13,1,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,585,0,585,600,215,47,2,39,1,1,16,1,4
2.02E+13,4,59,25,10,0,0,24,0,0,0,10,10,0,545,0,545,231,201,30,500,95,68,1,44,1,1,16,0,3
2.02E+13,1,85,0,0,0,45,40,285,0,285,148,0,148,0,0,0,90,0,90,530,302,37,1,40,1,1,14,0,3
2.02E+13,6,205,205,0,0,0,0,0,0,0,70,70,0,0,0,0,30,30,0,855,280,64,2,40,5,1,14,1,4
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,80,200,630,530,56,1,39,1,1,13,1,3
2.02E+13,2,30,30,0,0,0,0,0,0,0,0,0,0,600,600,0,235,0,235,360,215,33,1,39,1,1,14,2,2
2.02E+13,7,55,0,0,0,0,55,0,0,0,0,0,0,0,0,0,485,0,485,690,210,53,2,39,1,1,16,0,2
2.02E+13,1,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,701,0,701,615,100,85,1,39,5,1,11,0,2
2.02E+13,7,45,0,0,0,0,45,0,0,0,435,75,360,0,0,0,225,225,0,570,165,58,1,42,5,1,15,0,1
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,270,0,820,350,64,1,39,2,1,13,0,2
2.02E+13,5,72,72,0,0,0,0,0,0,0,0,0,0,729,4,725,0,0,0,519,120,31,1,39,1,1,13,0,2
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,0,510,630,80,2,42,5,1,14,0,2
2.02E+13,4,55,55,0,0,0,0,0,0,0,0,0,0,575,105,470,255,135,120,360,195,59,1,40,1,1,16,0,2
2.02E+13,6,43,30,0,0,0,13,45,45,0,0,0,0,440,0,440,180,180,0,450,282,31,1,39,1,1,14,0,1
2.02E+13,6,960,0,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,400,80,61,1,40,2,1,15,3,3
2.02E+13,1,101,0,61,0,0,40,0,0,0,45,0,45,0,0,0,219,0,219,480,595,28,2,40,5,1,12,4,3
2.02E+13,2,150,0,0,0,0,150,0,0,0,0,0,0,0,0,0,450,60,390,490,350,57,1,43,1,1,15,0,3
2.02E+13,6,35,0,0,0,0,35,0,0,0,0,0,0,355,355,0,45,0,45,600,405,41,2,43,1,1,14,1,2
2.02E+13,7,15,0,0,0,0,15,0,0,0,180,180,0,0,0,0,230,0,230,705,310,17,2,37,5,1,10,1,1
2.02E+13,6,40,30,0,0,0,10,0,0,0,0,0,0,540,540,0,290,290,0,525,45,29,2,41,1,1,7,2,1
2.02E+13,7,120,0,0,0,0,120,0,0,0,0,0,0,0,0,0,480,180,300,455,385,50,1,44,1,1,16,2,2
2.02E+13,3,26,0,0,0,6,20,117,117,0,0,0,0,362,362,0,325,205,120,540,70,33,2,43,1,1,14,0,1
2.02E+13,7,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,180,0,180,625,585,41,1,40,1,1,12,2,2
2.02E+13,1,75,0,0,0,0,75,0,0,0,0,0,0,0,0,0,710,210,500,390,265,37,2,42,5,1,13,2,2
2.02E+13,4,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,240,90,150,540,650,47,2,40,1,1,14,1,3
2.02E+13,7,90,30,30,0,0,30,0,0,0,0,0,0,210,210,0,180,30,150,520,440,52,1,42,1,1,16,2,1
2.02E+13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,505,905,28,2,44,1,1,16,2,1
2.02E+13,7,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,723,170,553,660,37,71,1,41,5,5,5,0,1
2.02E+13,5,0,0,0,0,0,0,10,10,0,410,410,0,0,0,0,250,250,0,570,200,85,2,39,5,1,2,0,1
2.02E+13,1,80,0,0,0,10,70,60,0,60,0,0,0,120,0,120,0,0,0,583,597,48,1,46,1,1,14,1,2
2.02E+13,7,0,0,0,0,0,0,420,300,120,90,0,90,0,0,0,0,0,0,480,450,43,1,39,1,1,10,2,2
2.02E+13,7,110,0,0,0,0,110,0,0,0,0,0,0,240,240,0,200,15,185,525,365,43,1,43,1,1,14,2,3
2.02E+13,7,75,0,0,0,0,75,0,0,0,0,0,0,0,0,0,150,0,150,825,390,29,1,40,2,1,13,0,2
2.02E+13,1,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,570,570,0,660,195,85,2,43,5,1,3,0,1
2.02E+13,7,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,210,0,210,630,540,77,2,39,5,1,14,0,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,485,0,840,115,69,1,39,5,1,1,0,1
2.02E+13,6,129,129,0,0,0,0,60,60,0,0,0,0,533,120,413,0,0,0,538,180,26,2,43,1,1,13,0,1
2.02E+13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,300,810,330,45,2,39,5,5,1,3,1
2.02E+13,2,45,45,0,0,0,0,0,0,0,0,0,0,545,0,545,210,0,210,505,135,69,1,43,1,1,14,0,2
2.02E+13,1,33,0,0,0,0,33,0,0,0,0,0,0,180,0,180,0,0,0,462,765,40,2,43,1,1,16,3,2
2.02E+13,6,95,80,0,0,0,15,0,0,0,90,0,90,452,0,452,105,35,70,515,183,36,2,42,1,1,7,2,1
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,555,355,450,80,61,1,43,1,1,15,0,2
2.02E+13,4,76,0,0,0,0,76,0,0,0,0,0,0,0,0,0,752,0,752,485,127,85,1,43,5,1,15,0,1
2.02E+13,3,0,0,0,0,0,0,0,0,0,0,0,0,300,300,0,365,365,0,600,175,38,1,45,1,1,13,0,1
2.02E+13,1,85,0,0,0,0,85,0,0,0,0,0,0,0,0,0,410,60,350,539,406,60,2,43,5,1,12,1,2
2.02E+13,6,27,0,0,0,0,27,55,0,55,0,0,0,0,0,0,158,0,158,585,615,49,2,40,5,1,14,2,2
2.02E+13,6,197,165,0,0,0,32,0,0,0,0,0,0,480,0,480,165,30,135,345,253,57,1,39,1,1,16,1,4
2.02E+13,7,105,0,30,0,0,75,0,0,0,30,30,0,0,0,0,500,225,275,570,235,85,1,42,5,1,9,0,1
2.02E+13,7,20,0,0,0,0,20,150,150,0,0,0,0,0,0,0,425,75,350,550,295,72,1,44,5,1,14,0,3
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,780,50,1,44,1,1,16,1,2
2.02E+13,5,63,0,0,0,0,63,0,0,0,60,0,60,0,0,0,90,90,0,467,760,36,2,41,1,1,11,1,2
2.02E+13,2,50,0,30,0,0,20,0,0,0,0,0,0,0,0,0,570,570,0,480,340,76,2,39,5,1,6,0,1
2.02E+13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,60,50,490,840,35,2,44,2,1,15,2,1
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,300,630,510,40,2,44,1,1,15,0,2
2.02E+13,6,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,325,30,295,719,366,77,2,32,5,1,9,0,2
2.02E+13,6,60,0,0,0,0,60,0,0,0,0,0,0,450,450,0,110,0,110,510,310,35,2,43,1,1,16,2,2
2.02E+13,4,75,25,0,0,0,50,0,0,0,0,0,0,120,0,120,30,0,30,650,565,15,2,36,1,1,15,2,3
2.02E+13,7,165,0,0,0,0,165,0,0,0,0,0,0,0,0,0,390,0,390,595,290,58,1,41,5,1,6,1,1
2.02E+13,7,180,0,0,0,0,180,0,0,0,0,0,0,0,0,0,480,480,0,540,240,57,2,43,5,1,7,0,1
2.02E+13,7,0,0,0,0,0,0,30,0,30,365,90,275,0,0,0,205,205,0,570,270,85,1,45,5,1,12,0,1
2.02E+13,7,85,0,0,0,0,85,0,0,0,0,0,0,0,0,0,318,0,318,705,332,33,1,42,1,1,13,2,2
2.02E+13,3,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,363,363,0,900,157,64,1,36,5,1,4,0,1
2.02E+13,1,85,0,0,0,0,85,0,0,0,0,0,0,0,0,0,460,460,0,570,325,73,2,41,5,1,14,0,2
2.02E+13,4,10,0,0,0,0,10,0,0,0,0,0,0,480,480,0,120,120,0,540,290,60,1,43,1,1,14,0,1
2.02E+13,4,53,53,0,0,0,0,0,0,0,20,20,0,576,120,456,90,0,90,560,141,42,1,37,1,1,13,3,2
2.02E+13,7,10,0,0,0,0,10,75,75,0,0,0,0,0,0,0,300,150,150,600,455,66,2,44,1,1,15,0,2
2.02E+13,7,170,60,20,0,0,90,0,0,0,0,0,0,0,0,0,170,85,85,300,800,22,2,40,4,1,14,0,2
2.02E+13,1,40,0,0,0,0,40,30,0,30,0,0,0,0,0,0,335,0,335,609,426,49,2,43,1,1,6,2,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,425,0,720,295,61,1,39,1,1,7,0,1
2.02E+13,5,0,0,0,0,0,0,65,65,0,0,0,0,555,555,0,0,0,0,490,330,27,2,43,1,1,14,0,3
2.02E+13,3,30,0,0,0,0,30,0,0,0,60,60,0,0,0,0,150,150,0,510,690,72,1,40,5,1,15,0,2
2.02E+13,3,57,5,0,0,0,52,0,0,0,0,0,0,625,315,310,102,0,102,481,175,62,2,46,1,1,16,0,2
2.02E+13,7,90,0,0,0,0,90,0,0,0,0,0,0,0,0,0,430,250,180,480,440,32,2,44,1,1,16,0,2
2.02E+13,1,10,0,0,0,0,10,0,0,0,360,360,0,0,0,0,120,120,0,900,50,34,1,41,5,1,1,0,1
2.02E+13,7,30,20,0,0,0,10,0,0,0,0,0,0,615,0,615,215,215,0,480,100,72,2,40,1,1,6,0,1
2.02E+13,7,100,0,60,0,0,40,60,0,60,0,0,0,0,0,0,490,40,450,690,100,38,1,46,1,1,16,0,2
2.02E+13,7,45,0,0,0,0,45,30,30,0,0,0,0,0,0,0,235,0,235,570,560,53,1,44,1,1,16,1,2
2.02E+13,1,0,0,0,0,0,0,145,145,0,300,300,0,0,0,0,120,120,0,704,171,27,1,44,1,1,14,0,1
2.02E+13,7,150,0,0,0,0,150,0,0,0,0,0,0,0,0,0,120,120,0,553,617,57,2,43,5,1,9,0,3
2.02E+13,4,0,0,0,0,0,0,90,90,0,15,15,0,510,510,0,210,210,0,420,195,63,1,45,1,1,16,0,2
2.02E+13,5,70,0,0,0,0,70,0,0,0,50,35,15,45,0,45,0,0,0,500,775,40,2,44,1,1,16,3,2
2.02E+13,6,140,0,0,0,0,140,0,0,0,320,290,30,0,0,0,270,90,180,450,260,29,1,43,1,1,16,0,2
2.02E+13,7,20,0,0,0,0,20,0,0,0,30,30,0,0,0,0,315,315,0,557,518,74,2,42,5,1,9,0,1
2.02E+13,3,125,65,0,0,0,60,0,0,0,205,20,185,282,0,282,60,0,60,551,217,33,1,44,1,1,16,1,2
2.02E+13,6,50,0,20,0,0,30,0,0,0,0,0,0,0,0,0,653,455,198,540,197,50,2,43,2,1,11,1,2
2.02E+13,6,93,0,0,0,0,93,15,15,0,0,0,0,590,590,0,40,40,0,239,463,40,2,40,1,1,15,1,2
2.02E+13,7,20,0,0,0,0,20,0,0,0,25,25,0,0,0,0,95,95,0,510,790,53,2,43,1,1,13,0,1
2.02E+13,4,130,110,0,0,20,0,45,45,0,0,0,0,695,0,695,0,0,0,450,120,23,2,43,1,1,16,0,3
2.02E+13,1,65,0,0,0,0,65,0,0,0,0,0,0,180,180,0,555,0,555,400,240,64,1,39,1,1,15,0,2
2.02E+13,3,0,0,0,0,0,0,0,0,0,0,0,0,475,0,475,190,0,190,540,235,65,2,42,1,1,16,0,2
2.02E+13,7,38,0,0,0,0,38,0,0,0,565,565,0,0,0,0,240,0,240,517,80,19,1,44,1,1,16,0,3
2.02E+13,2,75,0,0,0,0,75,0,0,0,0,0,0,660,0,660,240,0,240,305,160,29,1,39,1,5,12,2,2
2.02E+13,1,60,0,0,0,0,60,20,20,0,0,0,0,0,0,0,340,120,220,600,420,32,2,43,1,1,14,0,2
2.02E+13,7,100,15,0,0,0,85,0,0,0,30,30,0,45,0,45,175,55,120,585,505,42,2,44,1,1,12,2,1
2.02E+13,7,55,0,0,0,0,55,0,0,0,0,0,0,0,0,0,200,0,200,557,628,30,2,39,1,1,12,2,2
2.02E+13,2,60,0,0,0,0,60,0,0,0,15,15,0,0,0,0,440,440,0,525,400,80,2,44,5,1,11,0,1
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,945,455,21,2,38,5,1,3,2,1
2.02E+13,5,85,0,30,0,0,55,95,75,20,60,0,60,481,481,0,70,0,70,449,200,43,1,43,1,1,16,0,1
2.02E+13,3,60,60,0,0,0,0,0,0,0,0,0,0,540,0,540,220,60,160,540,80,70,2,44,1,1,15,0,1
2.02E+13,6,15,15,0,0,0,0,0,0,0,0,0,0,475,0,475,140,0,140,570,240,24,2,42,1,1,14,0,2
2.02E+13,1,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,600,600,0,750,60,71,1,46,5,1,16,0,2
2.02E+13,4,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,697,0,697,650,48,20,1,39,1,1,11,2,3
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,60,270,575,535,75,1,43,5,1,8,0,2
2.02E+13,7,270,0,0,0,0,270,0,0,0,0,0,0,0,0,0,563,0,563,460,147,52,2,43,1,1,11,0,2
2.02E+13,3,0,0,0,0,0,0,0,0,0,120,120,0,0,0,0,470,260,210,600,250,71,1,43,5,1,15,0,2
2.02E+13,7,40,0,20,0,0,20,55,55,0,110,0,110,20,20,0,170,60,110,545,500,33,2,43,1,1,16,0,2
2.02E+13,4,100,90,0,0,0,10,0,0,0,0,0,0,420,360,60,40,0,40,666,214,46,2,40,1,1,5,1,1
2.02E+13,2,105,0,0,0,0,105,45,45,0,0,0,0,0,0,0,120,0,120,570,600,64,2,39,5,1,14,0,2
2.02E+13,7,90,0,0,0,90,0,300,0,300,150,150,0,0,0,0,390,150,240,440,70,71,1,43,5,1,16,0,2
2.02E+13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,285,0,740,415,69,2,40,5,1,5,0,1
2.02E+13,5,90,90,0,0,0,0,0,0,0,30,0,30,480,480,0,195,0,195,450,195,56,1,39,1,1,13,0,3
2.02E+13,7,120,0,0,0,0,120,0,0,0,0,0,0,0,0,0,200,80,120,465,655,34,1,40,1,1,15,1,2
2.02E+13,7,60,0,0,0,0,60,40,40,0,60,60,0,0,0,0,660,660,0,380,240,85,2,39,5,1,7,0,1
2.02E+13,1,0,0,0,0,0,0,120,120,0,0,0,0,90,90,0,180,180,0,420,630,39,1,43,1,1,16,2,2
2.02E+13,3,95,0,0,0,0,95,0,0,0,0,0,0,0,0,0,60,0,60,770,515,33,2,44,1,1,15,2,2
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,70,335,600,435,67,2,43,5,1,14,0,2
2.02E+13,7,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,895,895,0,420,95,48,1,42,1,1,15,0,3
2.02E+13,5,40,40,0,0,0,0,0,0,0,0,0,0,520,0,520,250,60,190,450,180,39,1,39,1,1,9,2,2
2.02E+13,1,50,0,15,0,0,35,0,0,0,75,0,75,0,0,0,80,0,80,750,485,61,1,37,2,1,12,0,2
2.02E+13,1,18,0,0,0,0,18,90,0,90,0,0,0,30,30,0,270,60,210,537,495,40,2,41,1,1,15,2,2
2.02E+13,7,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,555,345,210,610,245,85,2,39,5,1,6,0,1
2.02E+13,3,50,0,0,0,0,50,0,0,0,120,120,0,0,0,0,240,120,120,600,430,42,2,43,4,1,14,1,1
2.02E+13,7,55,0,10,0,0,45,0,0,0,150,10,140,0,0,0,340,15,325,575,320,66,1,43,5,1,15,0,2
2.02E+13,6,30,0,0,0,0,30,0,0,0,305,0,305,480,480,0,30,30,0,410,185,26,1,43,1,1,14,0,4
2.02E+13,1,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,455,455,0,701,244,80,1,44,5,1,16,0,2
2.02E+13,6,90,0,0,0,0,90,0,0,0,0,0,0,0,0,0,300,60,240,490,560,65,2,39,5,1,10,1,3
2.02E+13,1,80,0,0,0,0,80,0,0,0,240,0,240,0,0,0,380,0,380,630,110,30,1,46,1,1,16,0,2
2.02E+13,3,36,10,0,0,0,26,0,0,0,0,0,0,364,0,364,374,269,105,504,162,38,1,39,1,1,15,1,2
2.02E+13,7,20,0,0,0,0,20,30,30,0,0,0,0,0,0,0,750,0,750,450,190,80,1,43,5,1,14,0,2
2.02E+13,7,180,75,0,0,0,105,0,0,0,0,0,0,210,150,60,95,45,50,510,445,68,2,43,1,1,15,0,2
2.02E+13,6,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,465,465,0,720,225,62,1,43,5,1,12,0,1
2.02E+13,1,70,60,5,0,0,5,0,0,0,40,0,40,5,0,5,420,0,420,765,140,36,1,39,1,1,9,2,2
2.02E+13,7,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,455,455,0,705,250,65,1,40,1,1,13,0,1
2.02E+13,2,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,439,309,130,630,341,40,2,39,5,1,8,0,2
2.02E+13,5,90,15,0,0,0,75,0,0,0,0,0,0,525,0,525,85,45,40,500,240,52,1,44,1,1,16,0,2
2.02E+13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,675,0,540,225,80,1,40,5,1,14,0,1
2.02E+13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,195,540,705,64,2,41,5,1,9,0,2
2.02E+13,6,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,780,760,20,520,110,70,1,39,5,1,16,0,2
2.02E+13,4,80,0,0,0,30,50,90,60,30,60,0,60,510,510,0,75,0,75,360,265,38,1,44,1,1,16,2,2
2.02E+13,5,48,18,0,0,0,30,0,0,0,0,0,0,502,160,342,305,305,0,465,120,60,1,39,1,1,13,0,2
2.02E+13,1,20,0,0,0,0,20,0,0,0,0,0,0,705,705,0,0,0,0,480,235,31,2,43,1,1,16,0,3
2.02E+13,7,0,0,0,0,0,0,0,0,0,265,265,0,0,0,0,560,560,0,555,60,80,2,38,5,1,10,0,2
2.02E+13,7,130,60,70,0,0,0,0,0,0,0,0,0,425,20,405,403,255,148,435,47,19,1,39,1,1,13,0,3
2.02E+13,1,20,0,0,0,20,0,45,0,45,0,0,0,120,120,0,300,120,180,680,275,70,2,43,1,1,14,0,2
2.02E+13,6,35,35,0,0,0,0,0,0,0,45,45,0,680,680,0,130,130,0,240,310,40,2,39,1,1,8,0,1
2.02E+13,1,95,0,50,0,0,45,0,0,0,0,0,0,0,0,0,250,0,250,675,420,52,1,37,1,5,15,0,1
2.02E+13,5,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,450,450,0,180,655,72,2,43,5,1,6,0,1
2.02E+13,4,53,30,0,0,0,23,0,0,0,0,0,0,515,0,515,152,0,152,690,30,37,1,39,1,1,8,1,2
2.02E+13,1,170,120,0,0,20,30,40,40,0,0,0,0,270,0,270,255,0,255,515,190,18,1,39,1,1,16,2,3
2.02E+13,1,20,0,0,0,10,10,180,0,180,50,0,50,0,0,0,255,0,255,340,595,59,1,43,1,1,11,0,2
2.02E+13,1,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,360,0,360,540,510,40,1,39,1,1,15,1,2
2.02E+13,6,420,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,160,860,52,1,40,1,1,14,1,3
2.02E+13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,365,550,525,79,2,40,5,1,11,0,2
2.02E+13,7,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,585,465,120,640,205,39,2,41,2,1,11,2,1
2.02E+13,4,0,0,0,0,0,0,0,0,0,0,0,0,585,585,0,75,75,0,615,165,60,2,43,1,1,11,0,1
2.02E+13,1,45,0,12,0,5,28,71,41,30,0,0,0,0,0,0,339,0,339,600,385,21,1,40,5,1,12,0,2
2.02E+13,1,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,600,600,0,600,210,74,2,39,5,1,11,0,1
2.02E+13,7,30,0,10,0,0,20,0,0,0,0,0,0,0,0,0,380,0,380,780,250,29,2,44,5,1,14,0,2
2.02E+13,3,242,133,0,0,0,109,25,25,0,0,0,0,525,50,475,0,0,0,435,213,57,1,43,1,1,14,0,1
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,880,0,105,455,79,2,44,5,1,14,0,1
2.02E+13,3,75,0,75,0,0,0,0,0,0,20,0,20,0,0,0,180,45,135,415,750,18,1,37,1,1,16,4,3
2.02E+13,7,72,0,0,0,32,40,75,75,0,60,60,0,268,268,0,235,175,60,510,220,77,1,46,1,1,15,0,2
2.02E+13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,60,550,450,380,71,1,39,5,1,12,0,2
2.02E+13,6,13,0,0,0,0,13,20,20,0,197,197,0,0,0,0,0,0,0,750,460,62,1,40,1,1,10,0,1
2.02E+13,5,50,50,0,0,0,0,0,0,0,0,0,0,495,0,495,0,0,0,605,290,53,2,39,1,1,8,0,2
2.02E+13,3,35,20,0,0,0,15,0,0,0,0,0,0,509,0,509,105,45,60,467,324,39,1,39,1,1,14,2,1
2.02E+13,2,70,25,7,0,0,38,0,0,0,0,0,0,475,475,0,263,163,100,480,152,29,2,39,1,1,12,1,2
2.02E+13,7,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,840,530,310,480,80,72,2,43,5,1,16,0,2
2.02E+13,1,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,325,0,325,685,420,85,1,43,5,1,14,0,2
2.02E+13,5,50,50,0,0,0,0,0,0,0,0,0,0,705,40,665,120,30,90,425,140,34,1,44,1,1,16,3,2
2.02E+13,1,70,0,0,0,0,70,0,0,0,60,60,0,0,0,0,230,30,200,695,385,40,1,42,3,1,14,3,2
2.02E+13,1,8,0,0,0,0,8,0,0,0,90,60,30,0,0,0,352,0,352,630,360,53,2,40,5,1,10,1,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,540,780,60,1,40,1,1,16,0,2
2.02E+13,5,0,0,0,0,0,0,75,75,0,0,0,0,480,480,0,275,275,0,465,145,54,1,39,1,1,13,0,1
2.02E+13,7,0,0,0,0,0,0,0,0,0,275,275,0,0,0,0,650,650,0,480,35,69,2,44,5,1,12,0,1
2.02E+13,1,80,0,0,0,30,50,210,30,180,0,0,0,0,0,0,170,60,110,475,505,68,2,44,5,1,15,0,2
2.02E+13,2,135,0,0,0,0,135,80,0,80,180,0,180,0,0,0,90,0,90,525,430,28,2,43,1,1,15,0,2
2.02E+13,3,50,0,0,0,45,5,165,105,60,0,0,0,540,540,0,90,90,0,495,100,27,2,44,1,1,16,0,1
2.02E+13,5,70,0,0,0,0,70,0,0,0,160,60,100,0,0,0,180,60,120,630,400,61,2,43,5,1,15,0,3
2.02E+13,5,92,60,0,0,0,32,0,0,0,6,0,6,582,0,582,299,0,299,260,201,26,2,40,1,1,15,0,4
2.02E+13,5,30,25,0,0,0,5,0,0,0,20,20,0,460,0,460,105,75,30,480,345,52,2,44,1,1,16,0,3
